"stno","east","north","t","y"
1,191884.329451246,310027.396412638,55,45.0432109889993
1,191884.329451246,310027.396412638,56,96.2138446333729
1,191884.329451246,310027.396412638,57,19.4338345107479
1,191884.329451246,310027.396412638,58,59.4827745683196
1,191884.329451246,310027.396412638,59,143.76434171611
1,191884.329451246,310027.396412638,60,61.6076529114998
1,191884.329451246,310027.396412638,61,40.4847919912833
1,191884.329451246,310027.396412638,62,40.2849417175671
1,191884.329451246,310027.396412638,63,58.0877620567367
1,191884.329451246,310027.396412638,64,77.2436843553799
1,191884.329451246,310027.396412638,65,55.5732819332831
1,191884.329451246,310027.396412638,66,35.4214170203005
1,191884.329451246,310027.396412638,67,165.858706318796
1,191884.329451246,310027.396412638,68,90.4671418355216
1,191884.329451246,310027.396412638,69,58.3478158453584
1,191884.329451246,310027.396412638,70,71.1343113525757
1,191884.329451246,310027.396412638,71,105.972099979224
1,191884.329451246,310027.396412638,72,99.649690998113
1,191884.329451246,310027.396412638,73,111.738627303477
1,191884.329451246,310027.396412638,74,127.140590852436
1,191884.329451246,310027.396412638,75,55.1538275468173
1,191884.329451246,310027.396412638,76,46.045264551674
1,191884.329451246,310027.396412638,77,31.7089935874639
1,191884.329451246,310027.396412638,78,28.0957509630217
1,191884.329451246,310027.396412638,79,58.1493564195299
1,191884.329451246,310027.396412638,80,75.6594519675519
1,191884.329451246,310027.396412638,81,76.6043067055883
1,191884.329451246,310027.396412638,82,127.616642834456
1,191884.329451246,310027.396412638,83,200.305071671216
1,191884.329451246,310027.396412638,84,140.968912513001
1,191884.329451246,310027.396412638,85,78.0034712447053
1,191884.329451246,310027.396412638,86,114.000166993602
1,191884.329451246,310027.396412638,87,100.710948894559
1,191884.329451246,310027.396412638,88,111.89279811669
1,191884.329451246,310027.396412638,89,152.293359657644
1,191884.329451246,310027.396412638,90,144.245265611094
1,191884.329451246,310027.396412638,91,153.454055446042
1,191884.329451246,310027.396412638,92,95.2984172902771
1,191884.329451246,310027.396412638,93,57.8496587123847
1,191884.329451246,310027.396412638,94,49.3119205113232
1,191884.329451246,310027.396412638,95,59.3225820904113
1,191884.329451246,310027.396412638,96,77.6868571247523
1,191884.329451246,310027.396412638,97,131.475577640202
1,191884.329451246,310027.396412638,98,46.8540339764698
1,191884.329451246,310027.396412638,99,154.96500155496
1,191884.329451246,310027.396412638,100,154.314419365341
1,191884.329451246,310027.396412638,101,190.237014768351
1,191884.329451246,310027.396412638,102,199.742052832455
1,191884.329451246,310027.396412638,103,235.326322299558
1,191884.329451246,310027.396412638,104,141.272168877532
1,191884.329451246,310027.396412638,105,186.20910376584
1,191884.329451246,310027.396412638,106,118.448426699869
1,191884.329451246,310027.396412638,107,125.582799809509
1,191884.329451246,310027.396412638,108,101.299054890367
1,191884.329451246,310027.396412638,109,101.027793118323
1,191884.329451246,310027.396412638,110,76.7569140314027
1,191884.329451246,310027.396412638,111,156.544169312133
1,191884.329451246,310027.396412638,112,249.258281492589
1,191884.329451246,310027.396412638,113,217.282676584682
1,191884.329451246,310027.396412638,114,101.954224018416
1,191884.329451246,310027.396412638,115,119.924290681932
1,191884.329451246,310027.396412638,116,46.2560200396664
1,191884.329451246,310027.396412638,117,45.690942409275
1,191884.329451246,310027.396412638,118,102.523238597904
1,191884.329451246,310027.396412638,119,174.439603399622
1,191884.329451246,310027.396412638,120,101.310727359979
1,191884.329451246,310027.396412638,121,43.1640810365092
1,191884.329451246,310027.396412638,122,132.057693975256
1,191884.329451246,310027.396412638,123,63.9957834843316
1,191884.329451246,310027.396412638,124,127.096445096118
1,191884.329451246,310027.396412638,125,148.13974738559
1,191884.329451246,310027.396412638,126,85.6719691362021
1,191884.329451246,310027.396412638,127,78.1809682669329
1,191884.329451246,310027.396412638,128,16.2483131104435
1,191884.329451246,310027.396412638,129,35.4388207973218
1,191884.329451246,310027.396412638,130,17.0849970407138
1,191884.329451246,310027.396412638,131,20.9213837406353
1,191884.329451246,310027.396412638,132,3.0330966456347
1,191884.329451246,310027.396412638,133,21.3997112614394
1,191884.329451246,310027.396412638,134,62.9852165956032
1,191884.329451246,310027.396412638,135,74.2080679063996
1,191884.329451246,310027.396412638,136,114.432357359046
1,191884.329451246,310027.396412638,137,56.9916343651362
1,191884.329451246,310027.396412638,138,20.2257808718853
1,191884.329451246,310027.396412638,139,41.3656270604604
1,191884.329451246,310027.396412638,140,39.271830014079
1,191884.329451246,310027.396412638,141,46.3507459251838
1,191884.329451246,310027.396412638,142,45.8652346524567
1,191884.329451246,310027.396412638,143,38.1072528138414
1,191884.329451246,310027.396412638,144,96.9621951409444
1,191884.329451246,310027.396412638,145,45.968224295622
1,191884.329451246,310027.396412638,146,27.4993485278231
1,191884.329451246,310027.396412638,147,35.8727232319998
1,191884.329451246,310027.396412638,148,82.6896338780721
1,191884.329451246,310027.396412638,149,104.708067281533
1,191884.329451246,310027.396412638,150,97.5752047792107
1,191884.329451246,310027.396412638,151,143.608954341489
1,191884.329451246,310027.396412638,152,135.498836427633
1,191884.329451246,310027.396412638,153,93.6132756727733
1,191884.329451246,310027.396412638,154,134.634412799647
1,191884.329451246,310027.396412638,155,30.1952604357255
1,191884.329451246,310027.396412638,156,48.9282288494285
1,191884.329451246,310027.396412638,157,37.8474805954252
1,191884.329451246,310027.396412638,158,53.3009432998522
1,191884.329451246,310027.396412638,159,35.3282304029594
1,191884.329451246,310027.396412638,160,17.9098005502394
1,191884.329451246,310027.396412638,161,25.9944126852569
1,191884.329451246,310027.396412638,162,56.7610980479137
1,191884.329451246,310027.396412638,163,121.376758122151
1,191884.329451246,310027.396412638,164,99.5583608313193
1,191884.329451246,310027.396412638,165,163.701387695416
1,191884.329451246,310027.396412638,166,128.928873260274
1,191884.329451246,310027.396412638,167,233.027631961523
1,191884.329451246,310027.396412638,168,136.642259422385
1,191884.329451246,310027.396412638,169,91.0678077089499
1,191884.329451246,310027.396412638,170,121.310826215829
1,191884.329451246,310027.396412638,171,122.522100326578
1,191884.329451246,310027.396412638,172,124.213817039551
1,191884.329451246,310027.396412638,173,94.1362060475949
1,191884.329451246,310027.396412638,174,96.0396181465589
1,191884.329451246,310027.396412638,175,138.729890284345
1,191884.329451246,310027.396412638,176,251.442978165171
1,191884.329451246,310027.396412638,177,200.315742112028
1,191884.329451246,310027.396412638,178,202.691639304949
1,191884.329451246,310027.396412638,179,215.251329277589
1,191884.329451246,310027.396412638,180,161.78696549311
1,191884.329451246,310027.396412638,181,99.1684587548115
1,191884.329451246,310027.396412638,182,71.8925718671204
1,191884.329451246,310027.396412638,183,61.0789303049087
1,191884.329451246,310027.396412638,184,23.9854311590728
1,191884.329451246,310027.396412638,185,33.0081797706388
1,191884.329451246,310027.396412638,186,26.9542848912744
1,191884.329451246,310027.396412638,187,27.0092188899274
1,191884.329451246,310027.396412638,188,54.1999811686912
1,191884.329451246,310027.396412638,189,142.668078624946
1,191884.329451246,310027.396412638,190,122.173673264551
1,191884.329451246,310027.396412638,191,150.121463885077
1,191884.329451246,310027.396412638,192,129.539585244022
1,191884.329451246,310027.396412638,193,194.401049595724
1,191884.329451246,310027.396412638,194,162.778980558828
1,191884.329451246,310027.396412638,195,68.1152313886289
1,191884.329451246,310027.396412638,196,31.3459422888016
1,191884.329451246,310027.396412638,197,35.9056293435217
1,191884.329451246,310027.396412638,198,24.7924878453102
1,191884.329451246,310027.396412638,199,26.9744446127895
1,191884.329451246,310027.396412638,200,37.7135484081077
1,191884.329451246,310027.396412638,201,60.7795709504854
1,191884.329451246,310027.396412638,202,95.036803812008
1,191884.329451246,310027.396412638,203,62.4746670417545
1,191884.329451246,310027.396412638,204,55.6346436595745
1,191884.329451246,310027.396412638,205,64.0645381672109
1,191884.329451246,310027.396412638,206,79.3720695472895
1,191884.329451246,310027.396412638,207,55.9801375447091
1,191884.329451246,310027.396412638,208,28.6860572198522
1,191884.329451246,310027.396412638,209,32.2211261634656
1,191884.329451246,310027.396412638,210,115.627190416811
1,191884.329451246,310027.396412638,211,135.772740799196
1,191884.329451246,310027.396412638,212,110.180565673651
1,191884.329451246,310027.396412638,213,175.237623957977
1,191884.329451246,310027.396412638,214,105.975995684199
1,191884.329451246,310027.396412638,215,106.686380609497
1,191884.329451246,310027.396412638,216,111.587671162656
1,191884.329451246,310027.396412638,217,73.4075605144344
1,191884.329451246,310027.396412638,218,39.2642912684249
1,191884.329451246,310027.396412638,219,42.1798725797014
1,191884.329451246,310027.396412638,220,40.383989297968
1,191884.329451246,310027.396412638,221,65.3704743417614
1,191884.329451246,310027.396412638,222,109.662268405092
1,191884.329451246,310027.396412638,223,116.27703135586
1,191884.329451246,310027.396412638,224,216.709648197191
1,191884.329451246,310027.396412638,225,129.767380196457
1,191884.329451246,310027.396412638,226,170.551427894704
1,191884.329451246,310027.396412638,227,83.955141853436
1,191884.329451246,310027.396412638,228,128.878792709093
1,191884.329451246,310027.396412638,229,89.1116569613024
1,191884.329451246,310027.396412638,230,130.501615738337
1,191884.329451246,310027.396412638,231,213.552550299649
1,191884.329451246,310027.396412638,232,199.6317592438
1,191884.329451246,310027.396412638,233,274.17124259487
1,191884.329451246,310027.396412638,234,242.699030328221
1,191884.329451246,310027.396412638,235,221.282590767561
1,191884.329451246,310027.396412638,236,188.364503422368
1,191884.329451246,310027.396412638,237,189.480973530579
1,191884.329451246,310027.396412638,238,169.799281229365
1,191884.329451246,310027.396412638,239,223.108814285004
1,191884.329451246,310027.396412638,240,178.426915291773
1,191884.329451246,310027.396412638,241,152.464396159685
1,191884.329451246,310027.396412638,242,104.695410427502
1,191884.329451246,310027.396412638,243,122.05231353268
1,191884.329451246,310027.396412638,244,88.6722613615213
1,191884.329451246,310027.396412638,245,48.7903534775289
1,191884.329451246,310027.396412638,246,23.6153544893902
1,191884.329451246,310027.396412638,247,36.48510940721
1,191884.329451246,310027.396412638,248,61.3233674305904
1,191884.329451246,310027.396412638,249,55.5804530578136
1,191884.329451246,310027.396412638,250,77.3847286274282
1,191884.329451246,310027.396412638,251,21.8247745638426
1,191884.329451246,310027.396412638,252,105.699532499624
1,191884.329451246,310027.396412638,253,90.4883349190774
1,191884.329451246,310027.396412638,254,116.631810531325
1,191884.329451246,310027.396412638,255,127.63239536778
1,191884.329451246,310027.396412638,256,149.995194762548
1,191884.329451246,310027.396412638,257,127.963198740943
1,191884.329451246,310027.396412638,258,293.137407266859
1,191884.329451246,310027.396412638,259,177.582135655075
1,191884.329451246,310027.396412638,260,123.825427565438
1,191884.329451246,310027.396412638,261,107.481797887358
1,191884.329451246,310027.396412638,262,73.5482160844071
1,191884.329451246,310027.396412638,263,30.1457748908039
1,191884.329451246,310027.396412638,264,63.631807114934
1,191884.329451246,310027.396412638,265,78.8717886117286
1,191884.329451246,310027.396412638,266,79.5930664373397
1,191884.329451246,310027.396412638,267,25.933137595587
1,191884.329451246,310027.396412638,268,49.2679245843332
1,191884.329451246,310027.396412638,269,25.5217470053285
1,191884.329451246,310027.396412638,270,37.1987022521716
1,191884.329451246,310027.396412638,271,86.4594974245918
1,191884.329451246,310027.396412638,272,53.9906404114717
1,191884.329451246,310027.396412638,273,89.8013514738675
1,191884.329451246,310027.396412638,274,105.221858080166
1,191884.329451246,310027.396412638,275,76.5935523375661
1,191884.329451246,310027.396412638,276,127.99264098901
1,191884.329451246,310027.396412638,277,67.7320540592934
1,191884.329451246,310027.396412638,278,73.7372000964766
1,191884.329451246,310027.396412638,279,31.1702301406398
1,191884.329451246,310027.396412638,280,44.6131965056098
1,191884.329451246,310027.396412638,281,11.0096915199746
1,191884.329451246,310027.396412638,282,32.9770142322556
1,191884.329451246,310027.396412638,283,76.175816155301
1,191884.329451246,310027.396412638,284,19.8558727442284
1,191884.329451246,310027.396412638,285,21.6158770217713
1,191884.329451246,310027.396412638,286,24.6468083131952
1,191884.329451246,310027.396412638,287,22.0589537220019
1,191884.329451246,310027.396412638,288,117.079963433967
1,191884.329451246,310027.396412638,289,82.8193419584964
1,191884.329451246,310027.396412638,290,92.7844170481499
1,191884.329451246,310027.396412638,291,51.2665859181141
1,191884.329451246,310027.396412638,292,74.1384576698549
1,191884.329451246,310027.396412638,293,49.3109787085893
1,191884.329451246,310027.396412638,294,132.878476957302
1,191884.329451246,310027.396412638,295,44.1730851558137
1,191884.329451246,310027.396412638,296,103.090225514727
1,191884.329451246,310027.396412638,297,115.101268961876
1,191884.329451246,310027.396412638,298,199.194074461123
1,191884.329451246,310027.396412638,299,178.418984627756
1,191884.329451246,310027.396412638,300,120.208889429972
1,191884.329451246,310027.396412638,301,89.9708721791672
1,191884.329451246,310027.396412638,302,204.401204830526
1,191884.329451246,310027.396412638,303,269.237527201176
1,191884.329451246,310027.396412638,304,193.41860224061
1,191884.329451246,310027.396412638,305,268.395494645061
1,191884.329451246,310027.396412638,306,297.431642945582
1,191884.329451246,310027.396412638,307,247.620464050339
1,191884.329451246,310027.396412638,308,144.160717927312
1,191884.329451246,310027.396412638,309,116.997872185512
1,191884.329451246,310027.396412638,310,98.2259462007121
1,191884.329451246,310027.396412638,311,58.6755977374748
1,191884.329451246,310027.396412638,312,70.6594345534203
1,191884.329451246,310027.396412638,313,59.7512633909813
1,191884.329451246,310027.396412638,314,100.113162786549
1,191884.329451246,310027.396412638,315,75.6557191634494
1,191884.329451246,310027.396412638,316,75.7599976601125
1,191884.329451246,310027.396412638,317,51.0058860657839
1,191884.329451246,310027.396412638,318,150.530480814695
1,191884.329451246,310027.396412638,319,120.738684354247
1,191884.329451246,310027.396412638,320,54.0821281678225
1,191884.329451246,310027.396412638,321,100.673542561485
1,191884.329451246,310027.396412638,322,53.6655315218814
1,191884.329451246,310027.396412638,323,53.4581867259774
1,191884.329451246,310027.396412638,324,30.2896449682379
1,191884.329451246,310027.396412638,325,50.7736648337852
1,191884.329451246,310027.396412638,326,67.2409725817269
1,191884.329451246,310027.396412638,327,105.740857392314
1,191884.329451246,310027.396412638,328,120.539004099676
1,191884.329451246,310027.396412638,329,121.677657656847
1,191884.329451246,310027.396412638,330,178.483311026723
1,191884.329451246,310027.396412638,331,110.942905111908
1,191884.329451246,310027.396412638,332,73.9655384352751
1,191884.329451246,310027.396412638,333,66.9396843162475
1,191884.329451246,310027.396412638,334,49.5369128868718
1,191884.329451246,310027.396412638,335,80.4157360569763
1,191884.329451246,310027.396412638,336,115.716113029303
1,191884.329451246,310027.396412638,337,107.458506545565
1,191884.329451246,310027.396412638,338,86.9289486506309
1,191884.329451246,310027.396412638,339,139.224548502078
1,191884.329451246,310027.396412638,340,99.3501095322714
1,191884.329451246,310027.396412638,341,148.836305735742
1,191884.329451246,310027.396412638,342,207.538923094506
1,191884.329451246,310027.396412638,343,189.546882049159
1,191884.329451246,310027.396412638,344,118.86302937752
1,191884.329451246,310027.396412638,345,161.224120421172
1,191884.329451246,310027.396412638,346,201.139139589899
1,191884.329451246,310027.396412638,347,177.176568516098
1,191884.329451246,310027.396412638,348,337.734570009435
1,191884.329451246,310027.396412638,349,255.759779237668
1,191884.329451246,310027.396412638,350,218.20920860694
1,191884.329451246,310027.396412638,351,188.595262915689
1,191884.329451246,310027.396412638,352,166.504550482091
1,191884.329451246,310027.396412638,353,127.200671310514
1,191884.329451246,310027.396412638,354,104.386222827698
1,191884.329451246,310027.396412638,355,71.6182574264133
1,191884.329451246,310027.396412638,356,88.9453553498023
1,191884.329451246,310027.396412638,357,98.9653105968004
1,191884.329451246,310027.396412638,358,8.43637601226658
1,191884.329451246,310027.396412638,359,15.8503868586371
1,191884.329451246,310027.396412638,360,43.0879437850325
1,191884.329451246,310027.396412638,361,32.6465740420475
1,191884.329451246,310027.396412638,362,59.2838305721441
1,191884.329451246,310027.396412638,363,78.2759597024903
1,191884.329451246,310027.396412638,364,39.1694451107794
1,191884.329451246,310027.396412638,365,55.0365722335822
2,140416.505459194,186311.840201809,1,197.262183589884
2,140416.505459194,186311.840201809,2,215.959275630677
2,140416.505459194,186311.840201809,3,187.671509855096
2,140416.505459194,186311.840201809,4,122.929258833017
2,140416.505459194,186311.840201809,5,209.718341896518
2,140416.505459194,186311.840201809,6,190.233498190691
2,140416.505459194,186311.840201809,7,215.279675519009
2,140416.505459194,186311.840201809,8,192.584078655205
2,140416.505459194,186311.840201809,9,159.78605354585
2,140416.505459194,186311.840201809,10,213.817321049744
2,140416.505459194,186311.840201809,11,134.000702271336
2,140416.505459194,186311.840201809,12,136.676255664969
2,140416.505459194,186311.840201809,13,134.874504679538
2,140416.505459194,186311.840201809,14,171.582133473014
2,140416.505459194,186311.840201809,15,183.907754401009
2,140416.505459194,186311.840201809,16,92.8757698234166
2,140416.505459194,186311.840201809,17,83.8786266772189
2,140416.505459194,186311.840201809,18,111.670298379452
2,140416.505459194,186311.840201809,19,68.5797122565646
2,140416.505459194,186311.840201809,20,44.0688054548442
2,140416.505459194,186311.840201809,21,71.8430391820129
2,140416.505459194,186311.840201809,22,89.2680652182691
2,140416.505459194,186311.840201809,23,58.6287194315051
2,140416.505459194,186311.840201809,24,45.0489692309379
2,140416.505459194,186311.840201809,25,15.7198961419139
2,140416.505459194,186311.840201809,26,56.7902141000181
2,140416.505459194,186311.840201809,27,31.0864722110385
2,140416.505459194,186311.840201809,28,50.0177339979486
2,140416.505459194,186311.840201809,29,62.2764964099419
2,140416.505459194,186311.840201809,30,154.831575021428
2,140416.505459194,186311.840201809,31,133.484779030319
2,140416.505459194,186311.840201809,32,202.475953066855
2,140416.505459194,186311.840201809,33,142.728894190318
2,140416.505459194,186311.840201809,34,126.181540797265
2,140416.505459194,186311.840201809,35,89.1995598300749
2,140416.505459194,186311.840201809,36,99.3544999093503
2,140416.505459194,186311.840201809,37,159.575021374335
2,140416.505459194,186311.840201809,38,78.1646100385855
2,140416.505459194,186311.840201809,39,102.160593566289
2,140416.505459194,186311.840201809,40,139.569585192925
2,140416.505459194,186311.840201809,41,136.778883480116
2,140416.505459194,186311.840201809,42,62.4399041742881
2,140416.505459194,186311.840201809,43,106.78378083439
2,140416.505459194,186311.840201809,44,60.7267397072142
2,140416.505459194,186311.840201809,45,134.142118925095
2,140416.505459194,186311.840201809,46,165.933136837006
2,140416.505459194,186311.840201809,47,123.460021499367
2,140416.505459194,186311.840201809,48,137.169435020587
2,140416.505459194,186311.840201809,49,59.2366860777691
2,140416.505459194,186311.840201809,50,71.1641877191416
2,140416.505459194,186311.840201809,51,103.041142593742
2,140416.505459194,186311.840201809,52,134.972756890564
2,140416.505459194,186311.840201809,53,82.2468975213484
2,140416.505459194,186311.840201809,54,104.49285383063
2,140416.505459194,186311.840201809,55,65.0607656708543
2,140416.505459194,186311.840201809,56,101.594260378693
2,140416.505459194,186311.840201809,57,39.548898681057
2,140416.505459194,186311.840201809,58,73.7970414666741
2,140416.505459194,186311.840201809,59,178.446764531268
2,140416.505459194,186311.840201809,60,114.777927137081
2,140416.505459194,186311.840201809,61,76.3885296145643
2,140416.505459194,186311.840201809,62,41.2367750915317
2,140416.505459194,186311.840201809,63,48.7940972647416
2,140416.505459194,186311.840201809,64,71.292369459179
2,140416.505459194,186311.840201809,65,54.3800001101001
2,140416.505459194,186311.840201809,66,39.2961849361159
2,140416.505459194,186311.840201809,67,146.643593291695
2,140416.505459194,186311.840201809,68,151.579699469322
2,140416.505459194,186311.840201809,69,112.698120537915
2,140416.505459194,186311.840201809,70,60.6529325875276
2,140416.505459194,186311.840201809,71,74.3337262678263
2,140416.505459194,186311.840201809,72,122.091326315164
2,140416.505459194,186311.840201809,73,101.346468044323
2,140416.505459194,186311.840201809,74,91.0011799250975
2,140416.505459194,186311.840201809,75,45.6169269075356
2,140416.505459194,186311.840201809,76,45.0072791280257
2,140416.505459194,186311.840201809,77,52.3815670546519
2,140416.505459194,186311.840201809,78,37.3031897204108
2,140416.505459194,186311.840201809,79,100.035768868284
2,140416.505459194,186311.840201809,80,123.892931178102
2,140416.505459194,186311.840201809,81,124.508599093766
2,140416.505459194,186311.840201809,82,172.994307211022
2,140416.505459194,186311.840201809,83,237.180387313817
2,140416.505459194,186311.840201809,84,141.418606194312
2,140416.505459194,186311.840201809,85,73.2904671750973
2,140416.505459194,186311.840201809,86,88.6335102080335
2,140416.505459194,186311.840201809,87,101.803803528245
2,140416.505459194,186311.840201809,88,109.875327085836
2,140416.505459194,186311.840201809,89,192.755448659285
2,140416.505459194,186311.840201809,90,160.215283178981
2,140416.505459194,186311.840201809,91,158.48646937321
2,140416.505459194,186311.840201809,92,122.305020953879
2,140416.505459194,186311.840201809,93,77.6583294447988
2,140416.505459194,186311.840201809,94,54.5651141778178
2,140416.505459194,186311.840201809,95,41.3291811509215
2,140416.505459194,186311.840201809,96,67.9227425145167
2,140416.505459194,186311.840201809,97,135.837470419827
2,140416.505459194,186311.840201809,98,74.7921628070643
2,140416.505459194,186311.840201809,99,182.780352199771
2,140416.505459194,186311.840201809,100,138.064927963274
2,140416.505459194,186311.840201809,101,149.628638214067
2,140416.505459194,186311.840201809,102,123.734904966727
2,140416.505459194,186311.840201809,103,197.626003284116
2,140416.505459194,186311.840201809,104,103.335836858587
2,140416.505459194,186311.840201809,105,166.439354644077
2,140416.505459194,186311.840201809,106,99.0082066436259
2,140416.505459194,186311.840201809,107,134.61448440773
2,140416.505459194,186311.840201809,108,99.0946755594116
2,140416.505459194,186311.840201809,109,112.301112279573
2,140416.505459194,186311.840201809,110,95.6959223872052
2,140416.505459194,186311.840201809,111,134.143247278407
2,140416.505459194,186311.840201809,112,198.96186035601
2,140416.505459194,186311.840201809,113,207.077601527659
2,140416.505459194,186311.840201809,114,142.632258568138
2,140416.505459194,186311.840201809,115,118.660882621739
2,140416.505459194,186311.840201809,116,53.0195375865844
2,140416.505459194,186311.840201809,117,52.9166966249838
2,140416.505459194,186311.840201809,118,100.598165661756
2,140416.505459194,186311.840201809,119,158.229301468633
2,140416.505459194,186311.840201809,120,107.448883525055
2,140416.505459194,186311.840201809,121,116.588954134575
2,140416.505459194,186311.840201809,122,229.583392951408
2,140416.505459194,186311.840201809,123,98.0919960701254
2,140416.505459194,186311.840201809,124,183.805925178677
2,140416.505459194,186311.840201809,125,149.393754364472
2,140416.505459194,186311.840201809,126,100.220389910738
2,140416.505459194,186311.840201809,127,80.8783035501772
2,140416.505459194,186311.840201809,128,60.395404595306
2,140416.505459194,186311.840201809,129,95.4189618989166
2,140416.505459194,186311.840201809,130,51.1475370684683
2,140416.505459194,186311.840201809,131,76.5534694640742
2,140416.505459194,186311.840201809,132,61.7302079030149
2,140416.505459194,186311.840201809,133,56.3030080653947
2,140416.505459194,186311.840201809,134,107.936683015582
2,140416.505459194,186311.840201809,135,75.3594067262578
2,140416.505459194,186311.840201809,136,81.574937210974
2,140416.505459194,186311.840201809,137,50.6769736732247
2,140416.505459194,186311.840201809,138,25.666195169559
2,140416.505459194,186311.840201809,139,28.3096395720695
2,140416.505459194,186311.840201809,140,49.940854401343
2,140416.505459194,186311.840201809,141,67.747982861539
2,140416.505459194,186311.840201809,142,60.4901488024515
2,140416.505459194,186311.840201809,143,54.398544279217
2,140416.505459194,186311.840201809,144,90.7307000621906
2,140416.505459194,186311.840201809,145,52.0214847095141
2,140416.505459194,186311.840201809,146,65.4441735549666
2,140416.505459194,186311.840201809,147,55.1449687942738
2,140416.505459194,186311.840201809,148,69.0460637517774
2,140416.505459194,186311.840201809,149,110.042566449594
2,140416.505459194,186311.840201809,150,94.389477230112
2,140416.505459194,186311.840201809,151,118.14715126168
2,140416.505459194,186311.840201809,152,142.111120315513
2,140416.505459194,186311.840201809,153,95.968024626456
2,140416.505459194,186311.840201809,154,164.575712140699
2,140416.505459194,186311.840201809,155,71.2506761012158
2,140416.505459194,186311.840201809,156,114.6173839276
2,140416.505459194,186311.840201809,157,94.0309670748581
2,140416.505459194,186311.840201809,158,96.1524859871053
2,140416.505459194,186311.840201809,159,56.7815302184539
2,140416.505459194,186311.840201809,160,48.4715639846275
2,140416.505459194,186311.840201809,161,105.469624402057
2,140416.505459194,186311.840201809,162,143.894020316898
2,140416.505459194,186311.840201809,163,191.876970261613
2,140416.505459194,186311.840201809,164,158.182629942459
2,140416.505459194,186311.840201809,165,252.248141357424
2,140416.505459194,186311.840201809,166,178.661466740373
2,140416.505459194,186311.840201809,167,296.845102236742
2,140416.505459194,186311.840201809,168,143.343697471687
2,140416.505459194,186311.840201809,169,102.405988324233
2,140416.505459194,186311.840201809,170,189.370609131856
2,140416.505459194,186311.840201809,171,190.546207156527
2,140416.505459194,186311.840201809,172,220.800546808392
2,140416.505459194,186311.840201809,173,171.915922848652
2,140416.505459194,186311.840201809,174,214.057713306759
2,140416.505459194,186311.840201809,175,216.873654011006
2,140416.505459194,186311.840201809,176,321.859932862927
2,140416.505459194,186311.840201809,177,251.972674161936
2,140416.505459194,186311.840201809,178,306.614243823592
2,140416.505459194,186311.840201809,179,312.418221157712
2,140416.505459194,186311.840201809,180,182.998506409586
2,140416.505459194,186311.840201809,181,148.71460633195
2,140416.505459194,186311.840201809,182,135.437562972158
2,140416.505459194,186311.840201809,183,79.8129792733669
2,140416.505459194,186311.840201809,184,50.8101092379175
